id,nome,tags,generos,nota_media,metacritic,ano_lancamento
12181,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'Resource Management']","['Strategy', 'Casual', 'Indie']",3.61,,2015
12180,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'Resource Management']","['Strategy', 'Casual', 'Indie']",3.4,,2016
13035,12 is Better Than 6,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', '2D', 'Gore', 'Difficult', 'Steam Leaderboards', 'Violent', 'Retro', 'Fast-Paced', 'Top-Down', 'Blood', 'Hand-drawn', 'Top-Down Shooter', 'Western']","['Action', 'Indie']",3.39,66,2015
408286,13 Sentinels: Aegis Rim,[],"['Adventure', 'RPG', 'Simulation']",4.29,86,2019
1366,140,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Great Soundtrack', '2D', 'Partial Controller Support', 'Difficult', 'Short', 'Colorful', 'Music', 'Puzzle-Platformer', 'puzzles', 'Minimalist', 'Rhythm', 'Abstract', 'igf']","['Action', 'Arcade', 'Indie', 'Platformer']",3.63,80,2013
22433,16 Bit Arena,"['Multiplayer', 'RPG', 'Free to Play', 'Pixel Graphics', 'Retro', 'Anime', 'mmo']","['Action', 'RPG', 'Strategy', 'Casual', 'Massively Multiplayer', 'Indie']",0.0,,2015
14511,16bit Trader,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Steam Leaderboards', 'Economy', 'Trading']","['Adventure', 'RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']",1.73,,2012
20394,1953 - KGB Unleashed,"['Singleplayer', 'Steam Cloud', 'Atmospheric', 'First-Person', 'Horror', 'Point & Click', 'Cold War']",['Adventure'],2.95,,2010
16710,1954 Alcatraz,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'Female Protagonist', 'Point & Click', 'Crime']","['Action', 'Adventure', 'Indie', 'Puzzle']",2.86,,2014
15542,1979 Revolution: Black Friday,"['Singleplayer', 'Steam Achievements', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Third Person', 'Exploration', 'Point & Click', 'Captions available', 'Replay Value', 'Short', 'Choices Matter', 'Historical', 'Multiple Endings', 'overlay', '3D Vision', 'Choose Your Own Adventure', 'Political']","['Action', 'Adventure', 'Indie']",3.52,80,2016
323051,198X,"['Singleplayer', 'Steam Achievements', 'Partial Controller Support', '1980s']","['Action', 'Adventure', 'Arcade', 'Indie']",3.51,67,2019
10793,1993 Space Machine,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Local Co-Op', ""Shoot 'Em Up"", 'Bullet Hell']","['Action', 'Indie']",1.86,,2016
799323,20 Minutes Till Dawn,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'RPG', '2D', 'Partial Controller Support', 'Pixel Graphics', 'Action RPG', 'Controller', 'Early Access', 'Dark Fantasy', 'Roguelike', 'Top-Down', 'Roguelite', ""Shoot 'Em Up"", 'Bullet Hell', 'Top-Down Shooter', 'Lovecraftian', 'Twin Stick Shooter', 'Score Attack', 'Action Roguelike', 'Gun Customization', 'Tutorial']","['Action', 'Adventure', 'RPG', 'Strategy', 'Casual', 'Indie']",3.83,,2022
16972,200% Mixed Juice!,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Horror', 'Steam Leaderboards', 'stats', 'Anime', 'Turn-Based', 'Cute']","['Adventure', 'RPG', 'Indie']",2.06,,2015
28730,2010 FIFA World Cup,"['Drama', 'friends', 'Football']",['Sports'],3.42,,2010
498,2064: Read Only Memories,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Sci-fi', 'Pixel Graphics', 'Retro', 'Anime', 'Point & Click', 'Colorful', 'Cyberpunk', 'Visual Novel', 'Robots', 'Linear', 'Stylized', 'Kickstarter', 'LGBTQ+', 'Dynamic Narration', 'Modern', 'Gay', 'memories', 'queer', 'read', 'san-francisco', 'only']","['Adventure', 'Puzzle']",3.19,,2015
9820,20XX,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'cooperative', '2D', 'Online Co-Op', 'Difficult', 'Steam Leaderboards', 'Female Protagonist', 'Online multiplayer', 'Split Screen', 'Local Co-Op', 'Controller', 'Local Multiplayer', 'Early Access', 'Side Scroller', 'Roguelike', 'Roguelite', 'Procedural Generation']","['Action', 'Indie']",3.6,,2014
200,2Dark,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', '2D', 'Horror', 'Stealth', 'Pixel Graphics', 'Survival Horror']","['Adventure', 'Indie']",3.46,68,2017
41839,3079,"['Singleplayer', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'FPS', 'Sandbox', 'Pixel Graphics', 'Cross-Platform Multiplayer', 'Voxel']","['Action', 'Shooter', 'RPG', 'Indie']",1.88,,2011
20488,3089 -- Futuristic Action RPG,"['Singleplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'First-Person', 'Sci-fi', 'FPS', 'Pixel Graphics', 'Retro', 'Futuristic', 'Roguelike', 'Procedural Generation']","['Action', 'RPG', 'Indie']",1.91,,2014
16551,35MM,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Atmospheric', 'steam-trading-cards', 'Story Rich', 'Open World', 'First-Person', 'Horror', 'Exploration', 'Survival', 'Dark', 'Survival Horror', 'Post-apocalyptic', 'Walking Simulator']",['Indie'],3.44,,2016
5506,3D Dot Game Heroes,['Retro'],"['Action', 'RPG']",3.55,77,2009
10096,3DMark,"['Steam Achievements', 'Steam Leaderboards', 'Benchmark', 'Utilities', 'Software']",[],3.36,,0
21157,3SwitcheD,"['Singleplayer', 'Match 3']","['Casual', 'Indie']",2.33,,2012
666,3on3 FreeStyle,"['Steam Achievements', 'Multiplayer', 'Co-op', 'Third Person', 'Partial Controller Support', 'Online Co-Op', 'Funny', 'Free to Play', 'Online multiplayer', 'Controller', 'Local Multiplayer', 'PvP', 'In-App Purchases', 'Team-Based', 'Fast-Paced', 'Competitive', 'Real-Time', 'Basketball']","['Action', 'Sports', 'Casual', 'Massively Multiplayer']",2.46,,2016
485193,3on3 FreeStyle: Rebound,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Co-op', 'cooperative', 'Partial Controller Support', 'Online Co-Op', 'Free to Play', 'Controller', 'PvP', 'In-App Purchases', 'Character Customization', '3D', 'Team-Based', 'Competitive', 'Online PvP', 'Steam Trading Cards', 'Cartoony', 'Real-Time', 'Real Time Tactics', 'Modern', 'esports', 'Basketball']","['Action', 'Sports', 'Casual', 'Indie']",0.0,,2020
20930,404Sight,"['Singleplayer', 'Steam Achievements', 'Great Soundtrack', 'First-Person', 'Third Person', 'Partial Controller Support', 'Female Protagonist', 'Free to Play', 'Parkour', 'Runner']","['Action', 'Indie']",2.31,,2015
61584,428: Shibuya Scramble,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Mystery', 'Visual Novel', 'FMV']",['Adventure'],4.29,85,2018
484951,5D Chess With Multiverse Time Travel,"['Singleplayer', 'Multiplayer', 'Sci-fi', 'Horror', 'Split Screen', 'PvP', 'Colorful', 'Turn-Based Strategy', 'Online PvP', 'Turn-Based Tactics', 'Board Game', 'Time Travel', 'Remote Play Together', 'Time Manipulation', 'Shared/Split Screen PvP', 'Artificial Intelligence', 'Chess']",['Indie'],3.93,,2020
47381,60 Parsecs!,"['Singleplayer', 'Full controller support', 'RPG']","['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']",3.37,68,2018
10549,60 Seconds!,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Partial Controller Support', 'Horror', 'Funny', 'Difficult', 'Survival', 'Comedy', 'Point & Click', 'War', 'Post-apocalyptic', 'Choices Matter', 'Roguelike', 'Dark Humor', 'Dark Comedy']","['Adventure', 'Strategy', 'Simulation', 'Casual', 'Indie']",3.56,63,2015
349109,60 Seconds! Reatomized,"['Singleplayer', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Strategy', 'Simulation', 'Casual', 'Indie']",3.61,,2019
52005,7 Billion Humans,"['Singleplayer', 'Education', 'Satire', 'Programming', 'tomorrow-corporation']","['Simulation', 'Educational', 'Indie', 'Puzzle']",4.0,77,2018
2255,7 Days to Die,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', 'Partial Controller Support', 'Horror', 'FPS', 'Online Co-Op', 'Gore', 'Sandbox', 'Survival', 'Early Access', 'Cross-Platform Multiplayer', 'Zombies', 'Includes level editor', 'Survival Horror', 'Crafting', 'Building', 'Voxel']","['Shooter', 'RPG', 'Indie']",3.35,,2013
21359,7 Grand Steps: What Ancients Begat,"['Singleplayer', 'steam-trading-cards', 'Turn-Based', 'Historical', 'Board Game']","['Strategy', 'Simulation', 'Casual', 'Indie']",1.65,,2013
21203,7 Wonders II,"['Singleplayer', 'puzzles', 'Match 3']","['Arcade', 'Casual']",3.25,60,2007
21195,7 Wonders: Ancient Alien Makeover,"['Singleplayer', 'Match 3']","['Strategy', 'Arcade', 'Casual', 'Puzzle']",2.58,,2012
21636,7 Wonders: Treasures of Seven,"['Singleplayer', 'Match 3']",['Casual'],3.17,,2008
21413,"7,62 High Calibre","['Singleplayer', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Tactical']","['RPG', 'Strategy', 'Simulation']",3.57,,2014
11128,8-Bit Armies,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'cooperative', 'Online Co-Op', 'Online multiplayer', 'Pixel Graphics', 'Local Multiplayer', 'Steam Workshop', 'Includes level editor', 'War', 'RTS', 'achievements', 'Base Building', 'Voxel']","['Strategy', 'Simulation', 'Indie']",3.39,69,2016
9731,8-Bit Bayonetta,"['Singleplayer', 'Steam Achievements', 'Partial Controller Support', 'Free to Play']","['Action', 'Casual']",2.9,,2017
995,80 Days,"['Singleplayer', 'Steam Achievements', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Open World', 'Funny', 'Exploration', 'Replay Value', 'Short', 'Choices Matter', 'Multiple Endings', 'Relaxing', 'Steampunk', 'achievements', 'Romance', 'Choose Your Own Adventure', 'Interactive Fiction']","['Adventure', 'RPG', 'Strategy', 'Simulation', 'Indie']",3.81,84,2014
21777,8BitBoy,"['Singleplayer', 'Full controller support', '2D', 'Difficult', 'Pixel Graphics', 'Retro']","['Action', 'Casual', 'Indie']",1.89,,2014
20202,8BitMMO,"['Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', 'cooperative', '2D', 'Online Co-Op', 'Funny', 'Sandbox', 'Survival', 'Free to Play', 'Pixel Graphics', 'Retro', 'PvP', 'Zombies', 'Includes level editor', 'Building', 'mmo', 'MMORPG']","['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie']",1.81,,2015
428801,8Doors: Arum's Afterlife Adventure,"['Singleplayer', 'Steam Achievements', '2D', 'Partial Controller Support', 'Action-Adventure', 'Metroidvania']","['Action', 'Adventure', 'Indie']",3.86,,0
18115,8infinity,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Steam Leaderboards', 'Split Screen', 'Cross-Platform Multiplayer']","['Action', 'Casual', 'Indie']",1.6,,2016
20023,9 Clues: The Secret of Serpent Creek,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', '2D', 'Horror', 'Female Protagonist', 'Point & Click', 'Mystery', 'Hidden Object']","['Adventure', 'Casual']",3.64,,2014
571696,9 Years of Shadows,"['Singleplayer', 'Atmospheric', 'Story Rich', '2D', 'Fantasy', 'Exploration', 'Female Protagonist', 'Action-Adventure', 'Pixel Graphics', 'Side Scroller', 'Magic', 'Metroidvania', 'Lore-Rich', 'Протагонистка', 'Un jugador', 'Compat. total con mando']","['Action', 'Adventure', 'Indie']",3.6,74,2023
18238,9.03m,"['Singleplayer', 'First-Person', 'Exploration', 'Short', 'Walking Simulator', 'Interactive Fiction', 'Experimental']",['Indie'],2.77,,2013
10364,911 Operator,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', '2D', 'stats', 'Steam Workshop', 'Includes level editor', 'Realistic', 'Management', 'Education', 'Practical']","['Strategy', 'Simulation', 'Casual', 'Educational', 'Indie']",3.4,68,2017
19461,99 Levels To Hell,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'RPG', '2D', 'Partial Controller Support', 'Steam Leaderboards', 'controller support', 'Roguelike', 'Roguelite']","['Action', 'Shooter', 'Arcade', 'Indie', 'Platformer']",2.56,66,2013
18154,99 Spirits,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Steam Leaderboards', 'Female Protagonist', 'stats', 'Anime', 'Visual Novel', 'JRPG']","['Adventure', 'RPG', 'Indie']",3.23,,2013
58920,"999: Nine Hours, Nine Persons, Nine Doors",['death'],"['Adventure', 'Puzzle']",4.34,,2010
10532,99Vidas,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', '2D', 'Online Co-Op', 'Difficult', 'Steam Leaderboards', 'Online multiplayer', 'Local Co-Op', 'Pixel Graphics', 'Local Multiplayer', 'Retro', ""Beat 'em up"", '4 Player Local', '2D Fighter']","['Action', 'Arcade', 'Indie']",3.0,69,2016
16704,A Bird Story,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', '2D', 'Partial Controller Support', 'Pixel Graphics', 'Retro', 'Short', 'Walking Simulator', 'Top-Down', 'Visual Novel', 'Surreal', 'Interactive Fiction', 'RPGMaker', 'RPG Maker']","['Action', 'Adventure', 'RPG', 'Indie']",3.74,66,2014
2258,A Boy and His Blob,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', '2D', 'Family Friendly', 'controller support', 'Cute', 'Remake', 'achievements', 'Puzzle-Platformer', 'puzzles']","['Action', 'Adventure', 'Arcade', 'Puzzle', 'Platformer']",3.05,72,2009
47379,A Case of Distrust,"['Singleplayer', 'Female Protagonist', 'Point & Click', 'Mystery', 'Detective', 'indiecade-2017', 'indiecade']","['Adventure', 'Indie', 'Puzzle']",3.06,77,2018
279033,A Dance of Fire and Ice,"['Singleplayer', 'Steam Achievements', '2D']","['Arcade', 'Casual', 'Indie']",4.19,,2019
12394,A Date in the Park,"['Singleplayer', 'Steam Achievements', 'Atmospheric', '2D', 'Horror', 'Exploration', 'Free to Play', 'Pixel Graphics', 'Point & Click', 'Mystery', '1980s']","['Adventure', 'Indie']",2.91,,2014
17324,A Detective's Novel,"['Singleplayer', 'steam-trading-cards', 'Visual Novel', 'Detective']","['Adventure', 'Indie']",1.93,,2016
62351,A Fisherman's Tale,"['Singleplayer', 'VR']","['Adventure', 'Indie']",4.06,74,2019
17790,A Fistful of Gun,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'Co-op', 'cooperative', '2D', 'Partial Controller Support', 'Split Screen', 'Local Co-Op', 'Pixel Graphics', 'Bullet Hell', 'Top-Down Shooter', 'Twin Stick Shooter', 'Arena Shooter', 'Western']","['Action', 'Shooter', 'Indie']",2.5,60,2015
19242,A Game of Dwarves,"['Singleplayer', 'Fantasy', 'Crafting', 'Building', 'City Builder']","['Strategy', 'Casual']",2.73,60,2012
11750,A Game of Thrones - Genesis,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Fantasy', 'Steam Leaderboards', 'RTS']",['Strategy'],2.48,,2011
8042,A Good Snowman Is Hard To Build,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Cute', 'Sokoban']","['Indie', 'Puzzle']",3.41,,2015
11164,A Hat in Time,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Great Soundtrack', 'Co-op', 'cooperative', 'Third Person', 'Exploration', 'Female Protagonist', 'Split Screen', 'Steam Workshop', 'Includes level editor', 'Cute', 'Captions available', '3D Platformer', 'Commentary available', 'Kickstarter']","['Action', 'Platformer']",4.31,77,2017
452664,A Juggler's Tale,"['Singleplayer', 'Full controller support', 'Atmospheric', 'Story Rich', 'Fantasy', 'Female Protagonist', 'War', 'Physics', 'Medieval', 'Story', 'puzzles', 'Narration', 'Beautiful', 'Puzzle Platformer', 'Traps', 'learn']","['Action', 'Adventure', 'Indie']",3.88,73,2021
258,A KING'S TALE: FINAL FANTASY XV,"['Fantasy', 'combat', 'Magic', 'Story', 'friends', 'Monsters', 'animation', 'pixel-art']",['RPG'],2.9,,2016
13609,A Kiss For The Petals - Remembering How We Met,"['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', '2D', 'Female Protagonist', 'Anime', 'Nudity', 'Cute', 'Mature', 'Visual Novel', 'Romance', 'Dating Sim', 'LGBTQ+', 'NSFW']",['Adventure'],3.63,,2015
471717,A Little to the Left,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', '2D', 'Funny', 'Free to Play', 'Pixel Graphics', 'Family Friendly', 'Cute', 'Colorful', 'Relaxing', 'Linear', 'Hand-drawn', 'Hidden Object', 'cats', 'Logic', 'Котики', 'Cozy', 'wholesome', ""Game Maker's Toolkit Jam""]","['Casual', 'Indie', 'Puzzle']",3.9,74,2022
678592,A Memoir Blue,"['Singleplayer', 'Steam Achievements', 'Atmospheric', 'Story Rich', '2D', 'Female Protagonist', 'Colorful', '3D', 'Emotional', 'Interactive Fiction', 'Протагонистка']","['Adventure', 'Casual', 'Indie']",3.45,,2022
13277,A Mortician's Tale,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Story Rich', 'Female Protagonist', 'Point & Click', 'Mouse only', 'Unity', 'Low-poly', 'LGBT', 'funeral', 'death-positive']","['Adventure', 'RPG', 'Simulation', 'Indie']",3.52,,2017
16254,A New Beginning - Final Cut,"['Singleplayer', 'Steam Achievements', 'Story Rich', 'Sci-fi', 'Female Protagonist', 'Point & Click', 'Post-apocalyptic', 'Hand-drawn']","['Action', 'Adventure', 'Indie']",3.17,72,2012
13011,A Normal Lost Phone,"['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Mystery', 'Short', 'Detective', 'Narration', 'Interactive Fiction', 'Psychological', 'Board Game', 'LGBTQ+', 'Other']","['Adventure', 'Casual', 'Indie', 'Puzzle']",3.65,71,2017
59359,A Plague Tale: Innocence,"['Singleplayer', 'Full controller support', 'Third Person', 'Horror', 'Female Protagonist', 'Violent', 'Stealth', 'Action-Adventure', 'Linear', 'plague']","['Action', 'Adventure']",4.15,82,2019
616697,A Plague Tale: Requiem,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Story Rich', 'Third Person', 'Exploration', 'Female Protagonist', 'Stealth', 'Action-Adventure', 'Dark', 'Mystery', '3D', 'Realistic', 'Cinematic', 'Historical', 'Medieval', 'Steam Trading Cards', 'Linear', 'Drama', 'Narration', 'Emotional', 'Alternate History', 'Interactive Fiction', 'Протагонистка']","['Action', 'Adventure']",4.29,,2022
50824,A Raven Monologue,"['Singleplayer', 'Free to Play', 'Experimental', 'artgame']","['Casual', 'Indie']",3.76,,2017
304247,A Short Hike,"['Singleplayer', 'Full controller support', 'Isometric']","['Adventure', 'Indie']",4.37,84,2019
576504,A Space for the Unbound - Prologue,"['Singleplayer', 'Atmospheric', 'Story Rich', '2D', 'Partial Controller Support', 'Exploration', 'Action-Adventure', 'Pixel Graphics', 'Anime', 'Space', 'Point & Click', 'Mystery', 'Walking Simulator', 'Story', 'Relaxing', 'Surreal', 'Music', ""1990's"", 'Drama', 'Emotional', 'Supernatural', 'Beautiful', 'collection', 'Foreign', 'relationship', 'philosophical', 'artgame', 'jam', 'prototype', 'depression', 'idle', 'anxiety']","['Adventure', 'Indie', 'Puzzle']",3.33,,2015
16343,A Story About My Uncle,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', 'First-Person', 'Sci-fi', 'Horror', 'Fantasy', 'Difficult', 'Family Friendly', 'controller support', 'Short', 'Parkour', '3D Platformer', 'Narration']","['Adventure', 'Arcade', 'Casual', 'Indie', 'Platformer']",3.15,73,2014
16952,A Valley Without Wind,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', '2D', 'Partial Controller Support', 'Cross-Platform Multiplayer', 'Metroidvania', 'Loot', 'Procedural Generation', 'City Builder', 'Experimental']","['Action', 'Adventure', 'Arcade', 'Indie']",2.43,54,2012
16954,A Valley Without Wind 2,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Co-op', 'cooperative', '2D', 'Sci-fi', 'Partial Controller Support', 'Fantasy', 'Cross-Platform Multiplayer', 'Metroidvania', 'Procedural Generation']","['Action', 'Adventure', 'Strategy', 'Arcade', 'Indie']",2.26,68,2013
2568,A Virus Named TOM,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Co-op', 'cooperative', '2D', 'Steam Leaderboards', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', '4 Player Local']","['Action', 'Strategy', 'Arcade', 'Indie', 'Puzzle']",2.32,65,2012
50778,A Way Out,"['Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Co-op', 'Story Rich', 'cooperative', 'Third Person', 'Online Co-Op', 'Violent', 'Stealth', 'Split Screen', 'Local Co-Op', 'Action-Adventure', 'Nudity', 'Cinematic', 'Sexual Content', 'Crime', 'Steam Trading Cards', 'Emotional', 'Remote Play Together', 'Shared/Split Screen Co-op', 'Remote Play on TV', 'Remote Play on Tablet', 'Conversation', 'Remote Play on Phone', 'prison', 'ea play']","['Action', 'Adventure']",4.12,78,2018
17900,A Wizard's Lizard,"['Singleplayer', 'Steam Achievements', 'Full controller support', 'steam-trading-cards', 'RPG', '2D', 'Fantasy', 'Difficult', 'Roguelike', 'Roguelite', 'Dungeon Crawler', 'Procedural Generation', 'Perma Death']","['Action', 'RPG', 'Indie']",2.87,,2014
27509,A World of Keflings,"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Co-op', 'Third Person', 'Online Co-Op', 'Funny', 'Family Friendly', 'Cute', '3D', 'Crafting', 'Building', 'Top-Down', 'Management', 'Robots', 'Music', 'Base Building', 'Resource Management', 'City Builder', 'city', 'friends', 'Family Sharing', 'fun', 'Conversation', 'princess', 'Cozy', 'ice', 'mine', 'Custom Volume Controls', 'Stereo Sound', 'Playable without Timed Input', 'Keyboard Only Option', 'Mouse Only Option', 'Save Anytime', 'Touch Only Option']","['Adventure', 'Strategy', 'Simulation', 'Casual']",2.69,,2010
